Genes	0	4	8	12	16	20	24	28	32	36	40	44
IMPG1	0.0135499	0.0543265	0.0132316	0.0497307	0.137496	0.0602072	0.143979	0.022655	0.016051	0.0794365	0.0441948	0.0335603
IMPG2	0.194519	0.155067	0.206611	0.121395	0.270736	0.257778	0.316466	0.182584	0.0862402	0.200064	0.267135	0.284963
INA	48.2361	55.0199	47.1794	42.8538	51.6078	49.4578	45.1133	54.787	55.684	46.7596	65.025	54.5929
INADL	5.18684	6.64967	6.2143	6.17299	6.49999	6.20425	5.49728	7.29284	13.49	6.22979	6.9135	6.00207
INAFM1	26.3578	30.3542	30.5152	34.2426	27.778	27.881	30.3266	38.0092	30.5094	28.5848	29.5145	28.1766
INAFM2	10.6321	11.4234	11.5927	13.1247	11.6493	9.75603	11.9576	9.9222	11.352	11.7254	10.6289	10.6393
INCA1	2.91831	2.5909	3.08023	3.14893	2.14582	1.85719	2.75129	3.01184	2.71808	2.78371	2.2562	2.44358
INCENP	2.40452	2.83387	2.46693	2.41034	2.88499	2.71837	3.09697	3.19756	2.93849	2.72116	3.13816	2.57927
INF2	8.96055	9.22751	8.55166	10.6514	14.4943	9.81484	20.9046	13.6635	10.3265	8.52487	7.14034	8.09946
ING1	16.3121	16.0642	15.7951	17.9009	18.1716	15.4185	17.9637	15.9802	16.5403	16.2995	18.2529	16.3145
ING2	4.80005	4.83282	4.79031	5.06819	4.84159	3.51566	4.77264	5.14455	5.29726	5.0637	4.76624	4.57879
ING3	3.29138	3.36377	3.47875	3.56751	4.13765	2.93643	3.68646	3.10042	4.20471	3.81658	4.34555	3.79058
ING4	17.3508	15.7925	16.2916	17.6364	17.7326	17.2561	19.968	22.1157	17.5842	16.4721	16.3393	17.1159
ING5	2.8436	3.3765	3.17422	3.09782	3.08639	2.90279	3.60462	2.98696	3.71909	3.56341	3.91523	3.36252
INHA	5.95951	7.03621	9.30052	8.12347	8.75228	10.8683	15.269	13.2243	8.58981	9.87309	7.52597	9.1719
INHBA	0.243101	0.464133	0.169565	0.254921	0.576663	0.277762	0.268379	0.11613	0.191982	0.381745	0.125858	0.466942
INHBB	1.4874	1.11359	1.55186	1.4849	1.62253	1.00015	1.49689	0.926666	1.90263	1.19774	1.16415	1.45677
INHBC	0.963665	0.324874	0.0127166	0.0147061	0.0240262	0.081009	0.184499	0.0435462	0.0617048	0.104973	0.0377551	0.0092154
INHBE	0.225936	0.074164	0.0116121	0	0.0109697	0.0317026	0.00765792	0.0132546	0.075127	0.0174283	0	0.0252449
INIP	1.94862	2.13628	2.31166	2.7077	2.46464	2.15783	2.70585	2.15504	2.56677	2.11964	2.26751	2.41854
INMT	15.9063	4.17118	1.45963	3.08933	2.49759	1.00251	1.92519	0.723023	1.22497	3.51343	1.51266	0.778348
INO80	3.22449	3.87074	3.94511	3.59469	3.85167	4.63558	4.20147	4.02562	4.47557	4.34859	4.17305	3.96792
INO80B	11.9068	11.5461	12.249	12.899	9.52789	8.76028	11.0381	13.2718	13.208	9.90238	10.8378	11.326
INO80C	10.6669	10.4808	11.7989	11.0542	9.76152	8.52386	9.5979	9.97933	10.8871	10.5941	9.59868	9.05513
INO80D	2.13005	2.42258	2.24374	1.66416	2.32669	3.00338	2.46355	1.42975	2.43029	3.19983	2.63489	3.04633
INO80DOS	1.45321	1.57248	2.06223	1.37982	1.79605	2.04749	2.0654	2.36084	1.82656	2.46509	1.92427	2.0306
INO80E	22.8456	21.3052	18.7771	20.8774	21.0988	18.1749	20.9625	27.8719	19.5622	17.7712	21.8204	19.2049
INPP1	10.6434	11.2961	12.0804	11.2424	12.7086	11.8654	11.1629	12.5	11.342	11.8014	13.4445	11.6241
INPP4A	23.0578	27.7708	22.8575	21.4533	26.0629	26.4359	22.5604	22.6134	26.205	27.4816	31.3479	28.1089
INPP4B	2.8089	4.06053	3.10713	2.73737	3.74046	3.57097	2.5761	3.08696	4.74778	3.6178	4.74651	3.33954
INPP5A	15.9135	16.9217	15.4751	16.4055	17.8758	15.1325	17.135	17.5959	25.5061	15.4959	17.881	15.7561
INPP5B	7.05973	7.43204	8.54723	7.57683	8.55213	9.66927	9.78143	8.21965	8.37435	8.66344	8.98481	8.67871
INPP5D	1.55446	1.51714	1.5916	2.02995	1.95014	1.98155	2.06322	1.4144	1.42162	1.9237	1.54004	1.77847
INPP5E	10.9363	11.7756	11.9319	12.4369	11.6027	11.4442	13.3395	14.6804	12.9403	12.4898	13.4306	12.6118
INPP5F	35.1559	42.683	42.1656	39.7467	36.3159	41.1505	35.6738	41.8992	37.6771	40.6682	45.3003	37.3315
INPP5J	6.06524	7.44681	6.38837	7.56204	7.73613	9.23466	8.58405	10.3558	12.5311	7.02928	9.39193	6.92687
INPP5K	8.90555	9.57012	9.95576	9.23301	9.06632	9.88845	10.7911	11.6054	11.4266	9.5063	10.6033	9.87274
INPPL1	6.15401	5.65601	6.04988	6.9187	6.58797	6.02764	7.42459	4.70457	5.39964	5.55654	5.37383	5.95164
INS1	0	0	0	0	0	0	0	0	0	0	0	0
INS2	0.0912042	0	0	0	0.0883457	0.0851071	0	0	0	0	0	0
INSC	2.02755	2.04799	1.56699	1.66522	2.18045	1.76328	2.1087	2.13913	3.08251	1.77979	2.0354	1.11254
INSIG1	31.3615	41.0809	36.0329	38.7181	28.5322	32.0242	29.7657	39.6233	44.5298	36.4645	30.7592	32.8478
INSIG2	23.6295	23.3801	21.1788	22.4636	22.6023	19.637	21.4732	24.0253	22.9658	22.1968	23.7257	21.8364
INSL3	0.182115	6.93986e-06	3.29372e-07	0.0245991	1.27967e-08	0.112388	0.76596	0.264631	0.0755854	0.11827	0.0691327	9.63254e-05
INSL5	0.783678	0.436496	0.717567	0.387251	1.03946	1.13196	2.66838	2.07508	1.16057	0.466688	0.355031	1.17873
INSL6	0.357493	0.500523	0.349095	0.317202	0.424007	0.408463	0.624887	0.796953	0.483977	0.2994	0	0.180701
INSM1	1.99365	2.58104	2.48716	3.02331	2.74742	2.43699	3.61061	2.52152	2.27489	2.95176	2.87822	2.96558
INSM2	0.577781	0.888532	0.780618	0.831242	0.547599	0.801838	0.835916	0.723418	0.643801	0.968612	1.2506	0.935356
INSR	5.89422	6.72432	6.69104	5.61136	6.51928	6.88477	6.41278	4.84453	6.53487	7.80856	6.91303	7.20069
INSRR	0.0981927	0.0833205	0.0639241	0.221775	0.237237	0.286715	0.198738	0.125085	0.195708	0.22615	0.240624	0.0661774
INTS1	8.61434	9.93039	9.83878	9.06392	9.94856	10.8941	11.4685	10.3848	10.3875	10.802	10.7152	10.5648
INTS10	6.53348	6.95528	7.29287	7.09726	8.27239	8.21369	8.93257	8.15285	7.46589	7.34862	8.40463	7.71272
INTS12	3.1417	3.68078	3.9617	3.92036	4.58689	3.26826	3.65879	3.98901	3.84207	3.25703	4.47655	3.79875
INTS2	2.00216	2.9291	3.44102	2.157	2.75568	3.06745	3.28273	2.42808	2.93144	3.61813	3.18678	3.1397
INTS3	14.9038	15.9375	14.6861	14.676	18.0686	17.0071	16.4605	17.7259	15.3898	15.5358	20.3121	17.2904
INTS4	8.44646	8.64091	8.5058	8.96786	9.48925	8.98724	9.22273	9.91073	8.30815	8.78159	10.4567	9.15786
INTS5	5.06726	5.79053	5.63649	6.30049	5.76954	5.29431	6.14429	5.64818	6.193	5.27915	6.41526	5.92218
INTS6	2.5846	2.59224	2.78981	2.38464	3.11585	2.87002	2.85203	2.66257	2.86737	3.35744	3.17532	3.25569
INTS7	3.70411	4.17282	3.6379	3.4151	4.04104	3.97539	4.61652	4.84193	3.58382	3.99497	3.85848	4.19122
INTS8	8.97322	8.42363	7.70946	7.85066	10.3806	8.64026	9.78731	6.9385	7.04196	9.69728	11.0374	10.0256
INTS9	3.78477	3.81015	3.43317	3.46222	4.14176	3.47058	4.37886	4.31172	3.57497	3.73202	4.43084	3.43978
INTU	1.93562	1.93791	2.37858	1.93968	1.94641	2.21782	2.41474	1.97111	2.17678	2.69602	2.1383	2.44427
INVS	2.03953	2.08487	2.54515	2.035	2.24897	2.98192	2.9462	2.51326	2.15178	2.67757	2.37317	2.73666
IP6K1	68.2034	72.6895	64.4429	68.6322	70.3595	67.1803	71.8959	64.7112	66.7595	68.0007	78.0892	74.1955
IP6K2	27.273	28.0868	28.3038	29.5712	32.3159	28.3261	30.9711	33.4959	29.9805	28.7659	34.7459	29.9425
IP6K3	0.404239	0.525645	0.746812	1.03638	0.463613	0.572836	0.520651	0.535827	1.14752	0.560438	0.673096	0.595316
IPCEF1	3.3109	3.86176	3.13648	2.40914	3.33865	3.90597	2.21253	2.60368	2.27459	3.05663	3.91186	3.33858
IPMK	6.8177	6.63404	6.68329	6.89796	6.86468	6.3788	6.93374	5.88064	6.72663	7.22051	6.83914	6.76433
IPO11	7.28652	7.34298	7.0166	6.95335	7.39545	6.24566	7.22135	7.87137	7.85728	7.13462	8.55106	6.88967
IPO13	14.7312	16.4561	16.2767	17.4197	17.788	16.5461	18.9909	16.8881	21.8764	17.2624	16.897	15.8693
IPO4	18.9032	22.1286	20.7649	21.0129	21.2235	21.2525	21.3187	23.6348	21.6858	22.1394	26.1005	22.1171
IPO5	26.1635	29.0444	25.2126	24.5923	24.1933	24.6515	23.8871	28.1798	26.3827	26.1109	28.8178	26.3002
IPO7	28.6197	31.299	28.424	25.9865	32.036	30.7357	25.649	24.8731	28.1588	30.4845	37.9046	32.3789
IPO8	13.3271	14.2567	12.0813	12.617	12.7653	14.52	12.8508	12.8297	11.093	14.3954	15.3554	14.5645
IPO9	22.9177	23.9292	22.9353	23.0624	27.3808	27.6655	23.766	23.1928	23.8717	25.2305	28.9439	27.488
IPP	5.54283	5.29123	4.55739	4.58619	4.37167	4.9684	4.58938	3.86476	4.77522	5.32789	6.16534	5.49305
IPPK	4.53625	4.82753	4.83984	5.0658	5.21529	3.96404	5.02029	5.14056	4.59737	4.83858	5.35805	5.38332
IPW	22.9211	35.221	28.7166	12.2741	29.1898	59.9785	39.9081	28.3333	29.2458	54.5014	30.2089	53.9018
IQCA	1.88387	1.27754	1.42999	1.03357	0.527687	0.671013	1.33599	1.29221	1.01792	1.27992	1.1222	1.64077
IQCB1	13.8092	15.4562	16.7663	16.5872	13.8782	13.3991	14.8263	19.2	16.0549	16.382	16.2514	14.9455
IQCC	5.04736	4.69761	4.19989	3.68621	3.75988	4.52756	5.54711	4.99208	4.63162	3.79427	4.65452	5.10613
IQCD	2.23029	1.49734	1.36502	1.23271	1.14462	1.18641	1.99259	1.2605	1.3768	1.54231	0.865183	1.82279
IQCE	5.61842	5.90481	7.17167	6.0864	5.84922	7.18805	8.83422	7.86656	6.59233	7.8466	6.59793	7.02705
IQCF1	0	0	0	0	0	0	0	0	0.0570129	0	0	0
IQCF3	0	0	0	0	0	0	0	0	0.0198483	0	0.0364335	0
IQCF4	0.0888445	0	0	0	0	0	0	0	0	0	0	0.062871
IQCF5	0.206794	0.0614156	0.0673121	0.116765	0	0.122515	0.133173	0.0768338	0.0544365	0.151541	0.149885	0.0487794
IQCF6	0	0	0	0	0	0	0	0	0	0	0	0
IQCG	6.27522	5.39344	6.22731	5.64146	5.28568	4.90017	7.44547	6.27979	5.02667	5.53847	5.62999	7.3375
IQCH	0.151811	0.0837318	0.0776522	0.0367368	0.0533501	0.128486	0.111731	0.0725208	0.0970526	0.148332	0.0261985	0.0869668
IQCJ	0.0218497	0.0979871	5.37078e-101	0.0249048	8.55518e-151	0.0195894	0.0142288	9.32088e-165	0.0174783	0.0322067	0.0160207	4.1127e-125
IQCK	2.36994	1.76336	2.19117	2.16385	1.30244	1.62438	1.93212	1.95312	1.79195	1.84757	1.535	1.74846
IQGAP1	2.52414	2.58242	2.88659	2.76196	3.06628	2.87427	3.04295	2.46405	2.60224	3.11803	2.72919	3.0223
IQGAP2	1.51773	1.04442	0.827394	0.580607	0.846124	0.731037	0.810528	0.628094	0.753581	0.970548	1.00466	0.986707
IQGAP3	0.138092	0.149134	0.0694673	0.177211	0.123528	0.0966873	0.0862349	0.102615	0.0760075	0.0827964	0.0667265	0.0858762
IQSEC1	42.6062	47.1886	45.6187	43.7114	46.3968	47.7975	41.5235	31.7063	50.6451	45.0231	48.8722	45.4196
IQSEC2	12.9021	10.7043	11.2786	10.172	12.0524	11.4861	12.4949	8.61778	11.1275	10.9063	10.6646	11.918
IQSEC3	42.6382	45.4482	46.0424	45.5032	42.2289	55.3336	45.341	21.1381	37.5195	40.6982	41.0267	43.1615
IQUB	1.12366	0.639785	0.954426	0.777128	0.82189	0.850848	1.14752	0.770756	0.640592	0.877028	1.04093	1.19039
IRAK1	17.5399	18.061	17.8319	18.1656	18.0562	19.0073	20.572	16.9575	16.4526	18.84	17.6903	19.1614
IRAK1BP1	7.18271	7.4298	7.68673	8.18046	7.47778	6.42221	7.82658	8.39298	7.87467	7.34054	7.41878	7.65317
IRAK2	6.18353	6.01014	5.16719	5.72661	6.15206	4.89689	6.65977	4.65596	5.30845	5.04864	4.88616	5.91085
IRAK3	0.265402	0.243854	0.210573	0.290348	0.221877	0.184262	0.267056	0.203382	0.248892	0.297812	0.21641	0.158466
IRAK4	0.770376	0.70978	0.581307	0.820544	0.646057	0.606814	0.834372	0.526925	0.601468	0.866057	0.685275	0.749592
IREB2	11.9512	13.6406	13.4859	11.4269	13.015	13.1225	12.0959	11.0943	13.0327	14.3542	14.529	13.7254
IRF1	2.75767	2.59921	2.97326	3.21565	2.9889	2.31687	3.42617	3.18999	2.58751	2.75405	2.65863	2.79521
IRF2	5.71664	4.86917	5.08112	5.60329	5.1157	5.30382	6.31291	5.755	5.22194	6.41659	6.15682	5.37724
IRF2BP1	17.9749	18.7675	16.574	18.3728	18.8293	15.3937	18.8171	20.7325	17.92	17.7539	22.3247	18.1463
IRF2BP2	8.25006	9.16223	8.19588	9.32863	8.72921	8.8092	10.4486	10.4413	9.47178	9.41786	9.43777	9.59289
IRF2BPL	15.1204	15.8433	14.8625	14.6288	16.393	13.7809	15.986	12.887	14.4457	14.264	17.0998	15.3343
IRF3	7.39424	6.04772	6.27213	7.87239	8.05046	7.48654	10.2151	8.44697	6.49006	6.49419	7.60873	7.33324
IRF4	0.0869392	0.0637906	0.0749091	0.0981791	0.0660474	0.0636262	0.082335	0.0570035	0.0726964	0.0412242	0.0556005	0.0361898
IRF5	1.68786	1.50765	1.07247	1.64497	1.51599	1.16127	1.80912	1.40458	2.44956	1.1484	1.3323	1.20236
IRF6	0.607869	0.249966	0.205474	0.313526	0.398997	0.218156	0.308652	0.208479	0.240023	0.222727	0.216057	0.206808
IRF7	1.42406	0.869415	0.93563	1.04837	1.13271	0.604609	1.24854	0.892465	0.835698	1.4343	0.787356	1.2214
IRF8	1.63718	1.29991	1.09398	1.46618	1.31784	1.00329	1.72255	1.37456	1.15905	1.03734	0.912706	1.2414
IRF9	3.24057	2.85173	3.88767	3.56138	4.26562	3.36587	5.20042	3.76267	3.28394	3.84775	3.42206	4.15752
IRG1	0.0192478	0.0171492	0.0187957	0	0	0.017105	0	0.0214544	0	0.00705252	0.0209264	0
IRGC1	0.0141247	0.0125846	0.0275858	0.0079754	0	0.0251044	0.0181923	0.015744	0	0.0103507	0.0102376	0
IRGM1	4.00598	3.12431	3.45752	4.57515	3.30812	2.70277	4.173	4.51583	2.99332	4.11653	3.9564	3.38896
IRGM2	1.71388	1.31107	1.26789	1.51513	1.26483	1.17538	1.815	1.35462	1.09373	1.52998	1.28991	1.4701
IRGQ	16.3788	17.0895	15.9337	15.8966	17.8225	16.9148	16.2644	12.6157	16.5321	16.6704	19.4575	17.5377
IRS1	2.49562	3.23628	2.59165	2.4274	2.83237	2.93511	2.80799	1.90194	3.0541	3.19529	3.16408	3.0169
IRS2	9.06789	11.8159	8.70211	7.11109	9.60285	10.5556	8.28086	5.02354	9.96947	9.42743	13.0402	11.846
IRS3	0.0860867	0.0958757	0.168129	0.182281	0.208462	0.0669399	0.200966	0.0599724	0.118973	0.212913	0.16379	0.0989941
IRS4	21.213	30.7228	25.7787	17.802	20.8197	25.7422	21.677	18.557	17.4464	25.3247	29.073	28.2295
IRX1	1.45856	1.58587	2.0761	2.10079	1.81301	1.05452	1.99004	1.19866	1.93278	1.74821	1.25427	1.54823
IRX2	0.670456	0.615456	0.585268	0.843174	0.777795	0.39721	0.588771	0.577473	0.898499	0.543427	0.618481	0.668542
IRX3	0.481502	0.59109	0.292573	0.465226	0.957485	0.27575	0.668419	0.369741	0.642224	0.384228	0.488609	0.83999
IRX4	0	0.0170559	0	0	0	0	0.0184919	0	0.00755885	0	0.0069375	0.00677332
IRX5	0.480086	0.167377	0.224213	0.294649	0.385107	0.185495	0.409986	0.255929	0.502764	0.367109	0.242065	0.568685
IRX6	0.0579704	0.142104	0.0495561	0.102338	0.300837	0.0257705	0.172662	0.137244	0.131681	0.100893	0.0787448	0.0974293
ISCA1	87.4959	86.5341	83.9458	89.5276	86.2509	78.5665	81.8388	97.5864	81.3877	77.0381	94.0264	78.27
ISCA2	32.4287	31.4094	33.6418	36.4047	32.4241	29.5621	28.3165	35.0581	32.7693	26.7027	32.3755	28.0314
ISCU	112.066	102.836	104.669	116.662	96.0334	91.459	97.6807	136.208	100.437	91.6098	110.013	88.2007
ISG15	3.23806	1.53617	2.87454	3.56172	2.79311	2.09278	4.0893	2.57806	1.95939	2.98923	2.52984	3.42225
ISG20	2.00666	1.39064	0.892974	0.908229	0.77826	0.593968	1.14183	0.864491	0.398919	0.803341	0.489213	0.876477
ISG20L2	3.6248	4.30864	4.25591	4.20901	4.08341	3.8655	4.63021	4.55371	4.62727	4.17507	4.40763	4.11623
ISL1	4.29859	4.78078	5.68366	5.47368	7.55704	5.31292	5.8674	5.58444	4.93985	5.09078	6.46763	5.84605
ISL2	0.0139523	0	0.0136245	0.0157561	0	0	0.00898511	0.0466554	0.0110184	0	0.0101127	0.0394935
ISLR	3.27973	2.54247	2.62134	9.87363	4.35647	2.41034	5.18867	5.12656	2.97165	6.75004	3.36834	1.73568
ISLR2	8.80775	9.1023	9.74225	9.423	9.08694	8.39722	9.84465	8.87685	7.40127	8.81089	11.502	9.00072
ISM1	1.01331	1.31724	1.17606	1.25219	1.25658	1.14408	1.2035	1.13874	1.18723	1.34515	1.44483	1.32835
ISM2	0.138345	0.123261	0.106147	0.0390579	0.145854	0.0439084	0.146367	0.132176	0.124862	0.115864	0.0286495	0.0839146
ISOC1	17.3128	20.2606	18.9481	20.4078	19.9994	21.9198	17.0182	17.8339	16.1609	19.0733	23.3555	17.9779
ISOC2A	28.1256	21.0067	19.399	25.4449	18.8563	19.8143	22.2199	27.912	20.3742	19.0592	16.2933	17.0176
ISOC2B	4.10246	3.36848	4.13701	3.30052	3.16609	3.21683	3.45351	4.48311	3.59977	2.80984	2.85687	3.32055
ISPD	4.81209	5.72944	5.15382	5.23317	4.04583	4.44222	4.35651	6.14919	4.99723	5.71977	5.87975	5.00961
ISRAA	0.0358795	0.0213116	0.0350366	0.013506	0	0.0637701	0.00770198	0.0133309	0	0	0.00866853	0.00846339
IST1	25.2393	24.1709	23.8707	25.7625	26.2738	25.2439	28.9057	29.0303	25.3835	27.3069	27.6388	24.4473
ISX	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	11.4749	11.6719	10.6657	11.2147	9.29601	9.11412	10.8961	13.1708	11.8473	12.0774	12.3813	11.8928
ISYNA1	22.8819	22.2415	21.438	23.982	25.8956	19.972	26.8992	29.0793	19.7252	20.4577	25.1373	23.1093
ITCH	11.0438	11.1319	10.9679	10.5785	13.1241	11.2964	10.6484	9.15093	12.4438	12.0982	13.1651	12.2066
ITFG1	79.2769	92.9698	90.252	84.8844	85.5276	74.4854	70.103	82.1537	81.1755	82.699	99.2808	85.3117
ITFG2	12.7975	14.1258	13.4385	14.7738	13.4228	15.0242	15.3751	17.7576	14.2166	15.1834	17.4158	14.9024
ITFG3	10.5824	9.64313	10.119	10.4948	8.59485	9.46565	12.8491	12.2921	9.45487	9.44123	7.98537	9.41223
ITGA1	0.578551	0.62845	0.572699	0.550424	0.950435	0.514141	0.69157	0.282686	0.588329	0.560452	0.86165	0.57486
ITGA10	0.383528	0.367023	0.559466	0.660363	0.764382	0.820517	1.18615	0.585828	0.497321	0.881329	0.621171	0.710342
ITGA11	0.164531	0.172461	0.15594	0.218591	0.272307	0.288127	0.283588	0.237332	0.149041	0.212771	0.23149	0.219163
ITGA2	0.0684928	0.0661103	0.0278683	0.0257827	0.0579185	0.0355061	0.0661629	0.0190862	0.0450752	0.0334616	0.0496439	0.04443
ITGA2B	1.04225	1.036	1.03161	1.16899	0.71946	0.831703	1.2739	1.23286	0.811886	1.05993	0.93015	0.908138
ITGA3	7.04015	9.03334	8.78081	8.73711	8.0643	8.11118	8.11824	7.92895	9.15937	9.69108	10.781	8.80245
ITGA4	0.470592	0.590808	0.447934	0.370393	0.440693	0.401305	0.36581	0.344396	0.581855	0.50335	0.499573	0.580255
ITGA5	0.605334	0.387339	0.354669	0.522018	0.345201	0.283643	0.666252	0.460044	0.438932	0.427465	0.279204	0.350481
ITGA6	5.09268	5.30998	5.73256	5.87042	5.98466	4.93455	5.56428	3.49328	5.04702	5.13682	5.25192	5.10442
ITGA7	2.93022	4.00704	4.29794	4.12614	2.75294	3.5965	4.59769	3.24606	4.56172	3.44976	2.76359	3.41205
ITGA8	0.246298	0.208472	0.304649	0.319862	0.337024	0.284542	0.227346	0.105238	0.307969	0.34594	0.255876	0.223677
ITGA9	0.865216	1.15601	1.09644	1.26	1.46443	1.1613	1.65045	0.99445	1.06463	1.28131	1.25064	1.16893
ITGAD	0.0304708	0.038008	0.133898	0.0963488	0.0505962	0.0649885	0.0608309	0.016982	0.0818157	0.111647	0.0419623	0.0366567
ITGAE	0.0757132	0.174267	0.0862571	0.12469	0.116408	0.0784981	0.0528216	0.0843931	0.0598687	0.106415	0.100608	0.0580435
ITGAL	0.146043	0.0772585	0.0267398	0.0747313	0.0673614	0.00811151	0.0705597	0.0610264	0.0468405	0.0635443	0.0562177	0.0226073
ITGAM	3.85829	4.81481	4.58632	4.48105	4.88043	4.42556	5.14086	2.66445	3.34219	4.31271	3.63052	4.6026
ITGAV	8.13938	7.86519	8.01018	7.96726	8.99415	9.02966	8.50372	4.72246	7.82898	8.5307	7.51963	9.24744
ITGAX	0.0599667	0.0373999	0.0614859	0.0812634	0.0885096	0.0319744	0.0791665	0.0568151	0.075771	0.0527331	0.0804086	0.0106089
ITGB1	16.5029	18.1671	17.6572	20.9385	19.366	15.4311	18.4376	15.2586	16.0074	19.5584	19.5694	18.0986
ITGB1BP1	10.8973	10.886	12.0386	11.4904	12.2611	10.4911	11.1645	11.1343	11.5287	10.456	10.5511	9.71723
ITGB1BP2	0.0634692	0.131948	0.123957	0.107512	0.0780662	0.150409	0.149869	0.117909	0.100246	0.0930221	0.0613371	0.0748569
ITGB2	1.85518	1.88354	1.59252	1.89526	1.62382	1.44927	1.96711	1.29842	1.35604	1.58081	1.48849	1.52043
ITGB2L	0.0095039	0.00846767	0	0.00536631	0.0175345	0	0	0.0105934	0	0.0278583	0.0137769	0
ITGB3	0.414825	0.574521	0.437167	0.452223	0.431926	0.427042	0.523706	0.494428	0.509234	0.58691	0.494166	0.479565
ITGB3BP	1.52985	1.66146	2.12153	1.43118	1.88726	1.52847	1.41077	1.74559	1.63708	1.61198	1.50907	1.736
ITGB4	1.48984	1.99521	2.20284	2.16124	1.74419	2.04682	2.23399	1.8149	2.89874	2.68545	1.38663	1.73175
ITGB5	16.5995	13.9992	15.655	18.3983	15.3596	14.796	20.5296	15.0866	13.4108	12.6859	11.3456	14.2862
ITGB6	0.0699519	0.0623249	0.043912	0.0451405	0.0322639	0.0355216	0.0611373	0.0389844	0.0512964	0.0878781	0.0289716	0.028286
ITGB7	0.278631	0.273077	0.308364	0.277944	0.137085	0.22285	0.281115	0.341631	0.264049	0.292664	0.168294	0.295761
ITGB8	10.2675	10.9352	10.545	9.91161	13.0043	14.1763	8.43492	2.82799	9.66749	13.8572	11.2462	14.122
ITGBL1	1.33256	1.67168	1.04101	1.58309	1.87833	1.66737	1.45543	0.808019	1.58274	2.46082	1.91624	1.95388
ITIH1	6.29949	0.988401	0	0.0405467	0.0368124	0.0496294	0.236428	0.0177553	0.025193	0.228083	0.0462629	0.022575
ITIH2	9.81425	2.35232	0.798003	2.60439	1.21777	0.544666	1.14868	0.770748	0.968039	3.02882	1.11628	0.628338
ITIH3	123.679	124.021	153.715	179.855	127.931	148.749	155.192	127.203	104.909	144.596	111.275	148.682
ITIH4	10.8109	2.05025	0.242046	0.170747	0.145418	0.144555	0.748634	0.143994	0.15455	0.688257	0.12926	0.0954544
ITIH5	6.5606	6.20699	6.24155	7.21303	7.04436	5.81705	5.58556	4.14189	5.95329	7.57417	6.28866	6.76892
ITK	0.129172	0.200694	0.186977	0.136727	0.0155647	0.0977555	0.0906629	0.232261	0.200042	0.185719	0.0652997	0.115569
ITLN1	0	0	0	0	0	0	0	0	0	0	0	0
ITM2A	22.4337	24.2923	28.8105	39.8924	35.0608	20.938	24.6419	23.2463	25.4108	25.102	29.3451	25.9383
ITM2B	350.922	332.473	353.829	388.005	341.923	287.389	346.522	387.345	345.385	323.332	313.307	317.47
ITM2C	507.562	500.166	505.129	529.074	480.048	393.086	525.873	577.355	439.452	448.494	483.09	453.6
ITPA	37.6273	35.698	34.4086	36.6418	37.5402	29.339	36.2851	41.4833	34.8074	31.7328	37.5653	32.2157
ITPK1	20.7819	19.98	18.8327	22.6629	21.1735	20.6509	19.4985	21.7377	21.5069	20.6859	22.2839	20.0491
ITPKA	5.02922	2.64257	2.29464	4.23126	7.21684	2.95408	8.85815	5.14262	2.21781	1.88999	1.97319	2.4943
ITPKB	25.5634	20.9677	22.9032	23.1301	19.699	21.2004	23.6788	15.4356	19.7669	21.941	18.0132	22.8458
ITPKC	2.65474	3.04303	3.18663	3.2299	3.47347	2.92702	3.54661	3.5526	3.41809	3.32785	3.53959	3.06826
ITPR1	15.6843	12.6337	10.735	11.7172	22.8617	14.592	19.1804	7.59154	20.1337	12.5252	14.2195	15.5722
ITPR2	2.58617	2.50255	2.35438	2.14218	2.55566	2.57896	2.48083	1.54514	2.14159	2.70841	2.1638	2.73263
ITPR3	0.450616	0.433975	0.465466	0.589765	0.490175	0.324063	0.494835	0.357109	0.462825	0.566904	0.366255	0.412884
ITPRIP	0.244481	0.200628	0.201043	0.276089	0.225531	0.0971968	0.252737	0.16494	0.172748	0.282882	0.247149	0.17756
ITPRIPL1	0.342011	0.498034	0.337851	0.512071	0.517778	0.461789	0.499296	0.417819	0.333811	0.428957	0.501902	0.330459
ITPRIPL2	0.9693	1.17905	1.20834	1.54682	1.34125	1.1027	1.30156	0.735606	1.24051	1.37025	1.12359	1.26726
ITSN1	22.6264	21.6175	19.2709	19.5893	23.4982	22.9156	20.2946	15.6973	21.3178	21.1039	21.8086	24.4964
ITSN2	5.12581	5.8047	5.80735	4.39017	6.35815	7.28028	5.75396	4.08813	5.58628	6.98535	6.81782	6.84191
IVD	46.8071	34.8939	37.3292	40.413	37.5954	38.5396	42.0671	40.1226	35.806	36.9205	36.2044	37.1185
IVL	0	0	0	0.00754207	0	0.0356106	0	0.0297771	0.0316455	0	0	0.0189046
IVNS1ABP	29.4159	29.0973	28.8926	28.6129	36.1476	32.2946	36.9201	30.6621	29.0757	31.8787	32.7324	33.5394
IWS1	3.84106	4.20829	3.90821	3.07785	4.09019	4.53992	4.10585	2.93912	3.89714	4.53284	4.78619	4.62865
IYD	1.87704	0.521659	0.117712	0.116681	0.285943	0.0918202	0.232886	0.0767788	0.856762	0.189291	0.0124815	0.0243723
IZUMO1	0.0178525	0.015906	0.0174331	0.0302408	0	0.03173	0.0114968	0	0.0140985	0.0130825	0.0129396	0
