Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
GM11190	0.0571284	0.0954367	0.069733	0.084675	0.0658753	0.0888446	0.0597838	0.0397986	0.0563944	0.0680296	0.0414069	0.0656939	0.0803009	0.0663105	0.0538772	0.0672797	0.0533468	0.0576811
GM11201	0.175048	0.181956	0.270649	0.12355	0.24222	0.291676	0.300611	0.268285	0.276479	0.24052	0.200887	0.268392	0.355408	0.208393	0.243699	0.314956	0.224002	0.22911
GM11213	0	0	0	0	0	0	0	0	0.0669514	0.0537551	0	0	0.158889	0	0.0913758	0.230371	0.140741	0
GM1123	0.142301	0.144898	0.138958	0.114785	0.018753	0.126459	0.0130915	0.090637	0.0642161	0.134074	0.0589374	0.187014	0.0380993	0.0580828	0.0438213	0.095764	0.0674954	0.0729792
GM11237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11240	0	0.0428204	0.0469322	0	0	0.0427103	0	0.0535699	0	0.0704418	0.0348344	0	0	0.119495	0.0901528	0	0	0
GM11346	0.227954	0.2708	0.494665	0.371837	0.210285	0.382644	0.375155	0.790493	0.300034	0.315534	0.165222	0.233007	0.189877	0.289469	0.109197	0.377833	0.273308	0.113659
GM11351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM1141	0.0354346	0.0420948	0.0230681	0.0400158	0.043584	0.178442	0.114097	0.0658281	0.0559669	0.147146	0.0856105	0.0835846	0.121752	0.101243	0.0509226	0.139104	0.0980416	0.0954065
GM11413	0.25634	0.114195	0.143039	0.14474	0.253361	0.21153	0.0943314	0.102045	0.144598	0.201267	0.145983	0.194357	0.0686317	0.183102	0.157878	0.0718785	0.0607928	0.180763
GM11423	1.43799	1.48006	1.67147	1.17191	0.781527	1.1619	1.60117	1.71971	1.76272	1.00283	0.788583	1.29986	0.814146	1.00643	1.23585	1.01709	0.91118	0.606591
GM11426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11437	0.0674646	0.0200363	0.0658798	0	0.0622353	0	0	0.150398	0.088797	0.131837	0.0162996	0.0159138	0.12644	0.0481896	0.0484763	0.0176561	0.0186663	0
GM11468	1.07032	0	0.522591	0.679894	1.11078	0.475583	0.947754	0.298257	0.105657	0.196086	0.775775	0.284031	0.125372	0.66896	0.288403	0.210085	0.444211	0.840528
GM11487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11517	3.25452	2.05574	2.51399	1.45365	1.43391	1.33818	1.75177	2.81547	1.38098	1.60183	1.26746	2.61243	1.9573	1.76953	1.72771	0.953438	1.08863	2.00539
GM11529	0.024708	0.0440282	0.0723829	0.0418537	0.0797751	0.0548933	0.0238675	0.110162	0.0487811	0.144851	0.0537255	0.0786812	0	0.123542	0.0932076	0.0096995	0.0717812	0.0332628
GM11538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11541	0	0.0138699	0	0.0175799	0	0.0138342	0	0	0	0.0228158	0.0338497	0.0110162	0.0145878	0	0	0.0244446	0.0258432	0
GM11544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11545	0.0184331	0	0	0	0	0.016381	0.0237414	0	0.00727851	0.013508	0	0	0	0	0.00993376	0.0217086	0.0229506	0
GM11548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00822032	0	0	0	0
GM11549	0.0813396	0.0543533	0.0496431	0.011482	0.14069	0.00903552	0.0589295	0.0566653	0.14453	0	0.088433	0.0791452	0.0952772	0.0290502	0.0438346	0.0399138	0.0928344	0.155128
GM11554	0	0	0	0	0	0	0	0.01503375	0	0	0	0	0	0	0	0	0	0
GM11559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11569	0	0	0	0	0	0	0	1.67734e-05	0	0	0	0	0	0	0	0	0	0
GM11595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11627	4.7234	4.60293	5.42923	8.50117	4.2665	4.63479	4.30924	3.40025	2.40907	5.04782	4.10112	4.00406	3.78072	3.44418	6.52279	5.29231	3.87982	5.299
GM11651	0	0	0.0216617	0.0125253	0	0	0	0	0	0	0	0	0	0.03169	0.0239089	0	0	0
GM11665	0	0	0	0	0.0244484	0	0	0	0	0	0	0	0	0	0	0.020808	0	0
GM11681	1.71617	0.720564	1.20756	1.25743	0.577249	0.84401	0.848889	1.16247	0.886614	0.784544	0.327558	0.965095	1.0043	0.770438	1.52275	0.327526	0.511105	1.00764
GM11696	0.671746	0.686284	0.988322	0.692848	0.950172	0.883502	1.0267	0.988357	0.947811	0.9714	0.811474	0.830299	0.914844	0.966045	0.78194	0.787594	0.706271	0.852076
GM11710	0.1990175	0.0679516506	0.05585762365	0.2219025	0.06448895525	0.1128925	0.13323	0.02126096875	0.200584	0.088543187	0.1078595	0.0764119	0.01191969655	0.1566678855	0.07534826705	0.1471545	0.2178435	0.119753
GM11715	0	0.0890159	0.0975623	0.056413	0.092165	0	0.0643404	0.167044	0	0.0732147	0.0724146	0.0353505	0	0.107047	0	0.0392208	0	0
GM11729	0.0456644	0.203427	0.133775	0.25784	0.168499	0.162322	0.088222	0.152698	0.144248	0.167317	0.264782	0	0.256747	0.163089	0	0.179262	0.113711	0.163933
GM11733	0.0544708	0.0776507	0.18085	0.0492104	0.0301492	0.0677693	0.0841885	0.182146	0.0430167	0.0798337	0.0315845	0.154185	0.132713	0.124506	0.105677	0.0684265	0.0542561	0.0488869
GM11744	1.59237	1.9378	2.76859	1.79823	1.57642	2.10538	1.85084	3.07364	2.51505	1.96381	1.43565	1.78645	1.71054	1.96967	2.09302	1.55514	1.64412	1.91713
GM11747	0.302577	0.45404	0.497632	0.593471	0.514175	0.367956	0.492267	0.408268	0.427597	0.606845	0.496331	0.349352	0.402923	0.534634	0.686573	0.687679	0.555182	0.514533
GM11757	0	0	0	0	0	0.00648464	0	0	0	0	0	0	0	0	0	0	0	0
GM11758	0	0	0	0	0	0.000211901	0	0	0	0	0	0	0	0	0	0	0	0
GM11762	0.536094	0.53223	0.269229	0.423782	0.466281	0.326682	0.187415	0.0341459	0.254019	0.336734	0.377462	0.336012	0.344478	0.328225	0.396213	0.360774	0.317846	0.261189
GM11780	0	0.0138323	0	0	0	0	0	0	0	0	0.0225052	0	0	0	0	0	0	0
GM11837	1.7724	1.78772	1.46952	1.66166	1.57332	1.15902	2.34742	1.45374	1.50534	1.5684	1.62398	1.63288	1.75489	1.95874	2.70328	1.49658	1.74876	1.59071
GM11937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11944	0.557063	0.465305	0.271989	0.255565	0.224824	0.433165	0.381164	0.116424	0.247457	0.510278	0.302822	0.492759	0.358884	0.29843	0.487835	0.492037	0.317893	0.562453
GM11961	0	0.0740945	0.0201741	0.12904	0.0956839	0.0370981	0.0399132	0.0230278	0.0652605	0.0457311	0.0302574	0.116957	0.038719	0.0442706	0	0.0811014	0.0171483	0.0185416
GM11974	4.03454	4.72132	5.93905	4.04613	2.66637	4.44159	3.68401	5.10115	3.80437	4.76579	2.92425	3.66469	4.23211	4.0862	6.29558	3.78225	4.29855	3.56691
GM11978	0.0418099	0	0.0204139	0.0118038	0	0	0	0	0.198109	0.0306388	0.015152	0	0	0.0447968	0	0.0164131	0	0.112572
GM11981	0	0	0.0494291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM11985	0	0	0.0564735	0	0.0533493	0	0.0186216	0.0322309	0	0.0847599	0.0419169	0	0	0	0.0311661	0.0227028	0	0
GM11992	2.48733	1.82505	2.26561	1.74081	1.55218	1.30024	2.03255	1.67747	1.6094	2.19036	1.76495	1.96724	1.57674	2.10515	1.48688	1.19798	1.59617	1.89468
GM12	0	0	0	0	0	0.0294599	0	0	0.078539	0	0	0	0	0	0	0	0	0
GM12018	0	0	0	0	0	0.00642227	0	0	0	0	0	0.00511408	0	0	0	0	0	0
GM12060	0.160253	0.107085	0.352099	0.0678641	0.0739156	0.178015	0.335403	0.491217	0.348026	0.381664	0.0580759	0.0850524	0.412966	0.143084	0.129542	0.188729	0.0332544	0.0719125
GM12070	352.458	342.082	312.312	370.181	343.055	318.292	321.241	431.803	376.459	294.728	380.807	292.488	279.622	341.354	313.236	304.681	354.738	299.414
GM12108	0.0384471	0.0599465	0.103246	0.0217089	0.0532005	0.0256251	0.0557089	0.0749958	0.0834968	0.119742	0.0557333	0.0952252	0.0630491	0.144178	0.0517987	0.0226395	0.0478695	0.0948911
GM12128	0	0	0	0.00955674	0	0	0	0	0	0.00620153	0	0.0179658	0	0	0	0.00664427	0	0
GM12130	0	0	0.0199281	0	0	0	0	0	0	0	0.00739573	0.0144414	0	0	0	0.00801126	0	0
GM12159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12185	0.0270323	0.0367964	0.0153984	0.0072078	0.0304785	0.0293612	0.0338498	0.0301313	0.021348	0.026963	0.0141506	0.0286942	0.0351825	0.0294999	0.00485597	0.0129701	0.0448763	0.025609
GM12191	595.02	497.232	592.71	711.725	542.078	526.761	616.702	632.342	508.626	497.956	424.29	468.319	510.787	538.218	612.606	497.389	518.335	536.079
GM12216	0.145986	0.195103	0.0950376	0.247289	0.17956	0.454066	0.40739	0.623766	0.153717	0.58839	0.282163	0.309921	0.501601	0.399727	0.393364	0.229235	0.403918	0.371225
GM12238	0	0	14.516	8.39354	13.713	0	0	0	0	10.8934	0	0	0	0	0	0	0	0
GM12250	0.220398	0.130912	0.0896753	0.124446	0.0931858	0.122413	0.0827947	0.0818882	0.036261	0.0874848	0.106497	0.0909797	0.0602381	0.085274	0.118774	0.230721	0.129583	0.0906605
GM12253	0	0	0.0195214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12295	0.0384041	0.054747	0.037502	0.0130108	0.0212564	0.00682573	0.0197854	0	0.0303285	0.0225144	0.0055671	0	0.0143951	0.0274318	0.016557	0.0120609	0.0127509	0.00689345
GM12298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12338	69.8312	58.4923	77.0632	74.2646	69.7615	58.0243	58.4458	73.131	68.3621	53.7736	49.9635	53.017	61.3667	57.0327	67.121	58.9497	56.6768	54.9301
GM12359	0.423153	0.377015	0.657384	0.445279	0.603273	0.683715	0.743196	0.57886	0.531638	0.690658	0.52976	0.775834	0.973296	0.61825	0.518274	0.951384	0.606683	0.4143
GM12409	0.316314	0.328797	0.308884	0.23814	0.145898	0.14055	0.169752	0.176289	0.166533	0.0772663	0.152844	0.11192	0.24701	0.263598	0	0.124174	0.481354	0.236574
GM12440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12504	0.118922	0.166502	0.176957	0.121507	0.088808	0.125812	0.17505	0.119931	0.12522	0.203344	0.077986	0.0881627	0.0636796	0.133485	0.183108	0.160061	0.159818	0.203297
GM12505	0	0.0373989	0	0.0237012	0	0	0	0	0	0	0	0	0	0.0299829	0.135726	0	0	0
GM12522	0.328573	0.329342	0.360962	0.318874	0.303105	0.465365	0.257884	0.389131	0.405439	0.413845	0.305131	0.196185	0.298278	0.47673	0.265606	0.322465	0.289778	0.442336
GM12530	0.0295644	0.118534	0.216524	0.17528	0.0409092	0.0788191	0.0856761	0.131815	0.0817167	0.0324977	0.128571	0.115067	0.0692605	0.1795	0.0796625	0.185695	0.11043	0.132669
GM12596	0	0	0.062733	0.0604563	0.0197542	0	0.0137904	0.0238689	0.0507333	0.0784622	0.031042	0	0	0.0611836	0.0692411	0.0336255	0.0177747	0
GM12603	0	0	0	0	0.0417083	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12633	0	0	0	0	0	0	0	0	0	0	0.0112145	0	0	0	0.0166765	0	0	0
GM12657	14.3179	12.371	13.238	14.9719	13.8968	12.6974	12.7107	13.9457	13.5709	12.2976	11.4057	13.1643	12.4937	12.4987	13.4689	12.7067	12.9132	14.4983
GM12669	44.3031	44.3312	36.7746	44.5216	44.2214	43.1386	43.8723	45.5909	45.1042	38.2909	44.006	41.7805	40.1627	40.9646	37.8201	36.4756	46.6394	42.1991
GM12695	0.336773	0.300054	0.0939605	0.117716	0.059175	0.0712572	0.185895	0.0178753	0.151975	0.223287	0.139482	0.44259	0.195361	0.148915	0.190132	0.151091	0.0266227	0.345428
GM12709	1.56038	2.02545	1.89152	1.51147	1.60075	1.66161	1.76718	1.96417	2.03961	1.7152	1.9402	1.43737	1.82775	2.12345	1.60931	1.82709	1.57433	1.58151
GM12718	0.191909	0.0341969	0	0	0.0354067	0	0	0.0855638	0.0303109	0	0	0	0	0	0	0	0	0
GM12789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12794	0	0	0.0180097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM128	0.0727159	0.161969	0.142015	0.112911	0.100619	0.0646205	0.0936564	0.303945	0.11485	0.22647	0.065881	0.141508	0.0340703	0.0908959	0.0587808	0.0713642	0.120716	0.163154
GM12830	0.0654585	0	0.0639209	0.0308006	0.0301923	0	0	0.0121605	0	0.0239844	0.0237223	0.0308812	0.0306699	0.0389638	0.0117587	0	0.0271669	0.0195828
GM12866	0.062696	0.0418951	0.0153058	0.0265506	0.0144591	0	0.0504693	0	0.0495123	0.0114861	0.0113606	0.0221835	0.0293756	0.0111958	0.0337874	0.0369183	0	0.0140672
GM12886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM12942	2.4919	2.9676	2.48155	2.45186	2.38979	2.60914	4.11516	2.99758	1.98739	3.61603	2.37838	2.67129	2.98247	3.91236	2.20715	2.51822	2.33463	2.23645
GM12992	6.65687	6.36095	6.9188	7.08714	7.02245	7.06175	8.62859	8.4338	6.97527	7.02785	8.02463	6.66822	7.21417	7.58706	6.79627	8.78952	7.63525	7.04707
GM13003	0.0169882	0.0454077	0.0829455	0.0959225	0.0705212	0.105678	0.0765813	0.160954	0.187823	0.0933685	0.0615655	0.0721303	0.0477578	0.0849418	0.0732405	0.0733585	0.0564041	0.0762335
GM13023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13031	2.05605	2.40434	1.81953	2.68466	2.25231	1.59876	2.95847	1.61139	1.95352	2.23651	1.16425	1.4777	1.47512	2.82251	3.22019	1.99261	1.73329	1.58579
GM13032	0.0127822	0	0.012482	0.0216522	0	0	0	0	0	0	0	0	0.023956	0	0.0275538	0	0	0.0114719
GM13034	0.228785	0.335127	0.204478	0.295586	0.2504	0.478996	0.24972	0.220435	0.235798	0.269955	0.359755	0.356729	0.381541	0.193888	0.413767	0.249649	0.199559	0.421105
GM13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13051	0.0218105	0.023319	0	0.0320194	0.0670665	0.024551	0.0674195	0.0486218	0.0516727	0.0447524	0.01897	0.0329264	0.0735775	0.0186949	0.0423139	0.00342481	0.0217246	0.0508942
GM13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13090	0.171363	0	0.0836688	0.0241897	0.0395201	0	0.0827668	0.0477521	0.0338322	0.125577	0.0310512	0.0303163	0.0401452	0	0.0923489	0	0.10668	0.115347
GM13102	0.00260678	0.00309674	0	0.00785013	0.0032063	0	0.00895326	0	0.0137242	0.00382056	0.00377881	0.00860857	0.00488553	0.00893764	0	0	0.0129825	0
GM13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13139	0.8473145	0.6066755	0.5137365	0.747624	1.1210375	0.8459885	0.559033	0.590013	0.636243	0.6568835	0.716553	0.458648	0.683148	0.683989	1.137463	0.752727	0.8063705	0.9156555
GM13152	3.86355	4.13471	3.42587	3.69856	5.01838	6.03809	4.31839	3.34123	3.34922	3.70992	4.60282	4.55674	4.11983	3.45756	4.42745	3.74814	4.97628	5.20123
GM13154	0.0174885	0.00779083	0.00569255	0.00164579	0.00268881	0.0181317	0.0394183	0.0357378	0.00920733	0.0224276	0.0126757	0.016501	0.0054627	0.0124919	0.0471233	0.0045769	0.00483876	0.00784785
GM13157	0.758575	1.03201	1.10152	1.19691	0.741679	1.09394	1.09696	1.52906	1.07257	1.24826	0.915267	0.810675	0.831448	1.02529	1.09014	1.06277	0.886041	0.903673
GM13177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13178	0	0	0.0220032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13212	0.19755	0.344981	0.403824	0.315301	0.332887	0.423678	0.402015	0.416907	0.388983	0.324278	0.263461	0.241196	0.335685	0.293506	0.425845	0.318477	0.212076	0.276586
GM1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13238	0.407051	0.181335	0	0.137903	0.03755	0.253214	0.235923	0.136115	0.0321457	0.0894876	0.0295033	0.288051	0.19072	0.174452	0.0438726	0.159794	0.270298	0.219194
GM13242	0.0141219	0.0136606	0.00344753	0.00854336	0.0134925	0.0112051	0.0097439	0.00505954	0.0159319	0.0073919	0.0198863	0.00678121	0.0134224	0.0097269	0.0103284	0.00593972	0	0.00678975
GM13247	0.0333669	0.0163501	0.0203637	0.0259059	0.0406214	0.018532	0.0214879	0.0278935	0.0164685	0.0550181	0.0102776	0.0254955	0.00937895	0.0446896	0.0604053	0.00327329	0.0173095	0.0224593
GM13251	0.251168	0.445268	0.185159	0.51839	0.378278	0.25473	0.406764	0.439334	0.327677	0.407481	0.334095	0.289082	0.19495	0.284007	0.303656	0.381623	0.227669	0.417967
GM13271	0	0	0.00442083	0.0383436	0	0.0120695	0	0.161478	0.00357521	0.00414696	0.15592	0	0.063635	0.048506	0	0	0.00375778	0.0609464
GM13272	0	0	9.94918e-07	0	0	7.19999e-07	0	1.29917e-06	9.03289e-07	2.78191e-06	8.52079e-07	0	0	5.20342e-07	1.26708e-06	0	1.67547e-06	6.53794e-07
GM13275	0.0264347	0.003925415	0.0149613	0.0272789	0.03709245	0.023659	0.0249336	0.0312119	0.0226334	0.02334955	0.0072012702678	0.0151946	0.04253225	0.0250749	0.024044	0.01463165	0.01897635	0.0230886
GM13276	0.0284231	0.00640379	0.0339523	0.0112527	0.0117538	0.0184721	0.0188843	0.0146236	0.0153254	0.0193601	0.00885582	0.00909354	0.0138242	0.0154797	0.0142716	0.0235128	0.0146548	0.00703709
GM13277	0.0284231	0.00436622	0.0314001	0.0112527	0.00693172	0.0170312	0.0153778	0.0146225	0.0160248	0.01936	0.00884365	0.0109431	0.011375	0.016257	0.0170885	0.0450591	0.0168169	0.00968555
GM13278	0.0284231	0.00640358	0.0135342	0.0293307	0.00974459	0.0170316	0.0254766	0.0146215	0.01962755	0.0193597	4.56435e-10	0.01001827	0.0113747	0.0221381	0.01567975	0.0262964	0.0236576	0.00970024
GM13279	0	3.58577e-07	5.14873e-07	1.35698e-07	0	1.71042e-12	1.0708895e-07	3.40471e-06	1.1683755e-05	6.47023e-07	2.90779e-07	3.064695e-08	6.3694e-07	1.12117e-11	5.94695e-07	0.0013353666	1.70077e-12	6.2493e-08
GM13283	0.0763789	0	0.00587637	0	0	0.00987283	0.00223578	0.0138022	0.0020106	0.0126262	0.00251635	0	0.00357866	0	0.0411612	0	0.00455167	0.0342746
GM13285	0	0	0.000491123654387667	0	0	0.00200803071392222	0	0.00113544660544444	0.00908860941111111	0.000425101871157922	0.00593237687111111	0	0	0.00141930220227778	0.000625641658864559	0	0.00449354253688889	0.00493401571071111
GM13286	0	0	0.00442083	0	0	0.0170985	0	0.0100924	0.00357521	0.0124989	0	0	0	0.00404217	0.00563015	0	0.00809369	0.00507887
GM13287	0	0	0.00442083	0	0	0.0170985	0	0.0100924	0.128707	0.00382797	0.00378614	0	0	0.00404217	0.00563015	0	0.00809369	0.00507887
GM13288	0.0134663	0.0133308	0.00595133	0.0151199	0.00685724	0.0350701	0.0151824	0.0165897	0.0221114	0.0218763	2.95719e-14	0.00518442	0.00515651	0.0161639	0.00703244	0.007711	0.016601	0.0206522
GM13289	0	0.00823715925333333	0.0098303	0	0.00536759133333333	0.015669191389	0.0135646733333333	0.00727193932333333	0.01142484185	0.008146514636	2.90779e-07	0.002039298956	0.0083113	0.0043640510963	0.00843087666666667	0.0112477866666667	2.58479333573748e-07	1.47244921148667e-07
GM13293	1.26047	1.88146	1.80633	1.19236	0.936257	1.45473	1.26503	1.5327	2.1589	1.39153	0.925461	1.33217	1.8101	2.05794	1.99373	1.29809	0.828851	1.74831
GM13304	0.41048775	0.135336	0.533724	0.09227175	0.00010919475	0.0001493115	0.2016105	0.7913175	0.4322715	0.1014	9.71625e-05	0.12567825	0.00018308775	0.19460625	0.00012874875	0.21374175	7.563675e-05	0.00011651475
GM13305	0.69589	0.3536875	0.30598	0.50829	0.466576	0.261647	0.4908385	0.4825955	0.30182	0.2425625	0.3959155	0.309915	0.2994795	0.304076	0.396098	0.2154585	0.4849355	0.254715
GM13306	0.145613666666667	0.183425666666667	0.169403333333333	0.286849333333333	0.0901933333333333	0.164015	0.117742	0.267111	0.163272333333333	0.174906	0.145047666666667	0.145582333333333	0.170621666666667	0.280297333333333	0.163234	0.137007	0.133420333333333	0.0778526666666667
GM13308	0.4216605	1.11774	0.54975525	1.064385	1.8737475	2.145015	1.8167925	1.83333	1.552065	0.67212975	1.175295	1.1964	1.4009775	1.6920225	1.00878	1.5961875	1.274265	0.171069
GM13315	0.0646339	0.0575867	0.0378694	0.0948872	0.0834736	0.0804136	0.149845	0.273766	0.0612513	0.0757832	0.0281082	0.0457383	0.084794	0.0277006	0.0696635	0.0405968	0.0643792	0.0696099
GM13363	33.2972	38.9243	33.2584	31.2679	34.2376	35.4627	30.9291	32.9137	37.8295	36.0925	36.1316	35.5002	37.0999	34.5957	32.3874	31.8202	36.6721	41.2352
GM13375	5.98547	6.39248	7.19661	7.18864	4.73016	5.19783	6.29036	7.36707	6.62067	7.18655	5.4264	5.10483	5.70021	6.93531	6.95557	5.55658	4.75786	5.75685
GM13446	1.32819	1.71924	1.41934	1.15323	1.23679	0.835132	0.927959	1.46648	2.84983	1.35896	1.21697	1.26797	1.04501	1.34252	1.63412	0.993609	0.977654	1.19203
GM13483	0.394497	0.40761	0.531818	0.438436	0.546908	0.965181	0.689938	0.285347	0.43009	0.375198	0.301153	0.515336	0.513275	0.793023	0.295181	0.288334	0.569611	0.756229
GM13490	0	0.00927332	0	0	0	0	0	0	0	0	0	0.00736534	0	0	0	0	0	0
GM13497	0.0250464	0.0111578	0.0366871	0.0494979	0.023105	0	0.0161296	0	0.00988982	0	0	0	0.0352057	0	0	0	0.0207897	0
GM13498	0	0	0.0114454	0	0	0.0104159	0.003774	0	0	0	0	0.00414709	0	0.00418601	0.0126328	0	0.00486438	0
GM13539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13544	0.0335279	0.0597446	0.0327403	0.0236641	0.0927873	0.0148976	0.0053979	0	0.430262	0.0552817	0.0364518	0.0533837	0	0	0.0361369	0.0592284	0.0139149	0.112841
GM13546	0	0	0	0	0	0.0863336	0.0183203	0	0.115081	0.142385	0	0	0	0.0203204	0.0523542	0	0	0.0435934
GM13547	0.10974	0.293324	0.053581	0.371783	0.101234	0.292568	0.282685	0.122321	0.21666	0.201047	0.23862	0.194144	0.308505	0.509512	0.177419	0.861599	0.637627	0.541697
GM13580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13582	0.00935995	0.0166788	0.00914008	0	0.0431722	0.0166358	0.060277	0.020866	0.0221752	0.0274363	0.0203524	0.0132472	0.017542	0	0.0100883	0.0367438	0	0.0168009
GM136	0.0209624	0.0933843	0	0.0946903	0.0193376	0.0372574	0.0404987	0.0467312	0.0827724	0.0307231	0.0151937	0.0148341	0.039287	0.04492	0.0451873	0.312706	0.0869993	0.131695
GM13629	1.85376	2.44156	1.53475	2.2072	2.17477	2.88292	1.63499	2.60531	2.75287	2.34777	2.99392	1.36885	1.58607	2.13012	2.38893	2.32554	2.17427	1.6999
GM13710	0	0.197874	0.0722905	0	0.204874	0.0986818	0.0238371	0.206291	0.350776	0.0542497	0.0804854	0	0.138743	0.264394	0.119685	0.0290613	0.276517	0.0996609
GM13749	0	0	0	0	0	0.0166584	0	0	0	0	0	0	0.0702636	0	0.0404081	0	0.0311191	0
GM13752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM13807	0.0211173	0.0564446	0.103106	0.0357712	0.116883	0.187664	0.040798	0.0235383	0.0166768	0.0773752	0.137753	0.0597749	0.0395773	0.120672	0.0455212	0.132639	0.0525853	0.227431
GM13830	0.67334	0.599924	0.613096	0.34937	0.570785	0.525602	0.585977	0.496974	0.582051	0.753484	0.672704	0.643906	0.622447	0.558957	0.539399	0.621531	0.702409	0.604315
GM13871	0	0	0	0	0	0.00583724	0	0	0	0	0	0	0	0	0	0	0	0
GM13889	10.9581	8.98909	9.31399	10.0292	11.4383	8.02412	12.5851	11.5293	8.87148	8.46517	9.34052	8.45952	9.55363	9.97721	8.38412	11.5491	10.3977	9.41631
GM13944	0	0	0	0.0239652	0	0	0	0	0	0	0.0307629	0	0	0	0	0.0333233	0	0
GM13985	0.194288	0.241685	0.208983	0.165037	0.231459	0.270334	0.369546	0.393313	0.304928	0.278761	0.212325	0.292592	0.323793	0.263702	0.136305	0.354807	0.234129	0.260536
GM13986	0.0140409	0.06255	0.00685554	0.0158562	0.0323814	0.0374332	0.0406898	0.0469517	0.0110884	0.0257234	0.0508846	0.0447123	0.0460511	0.0200587	0.0227003	0.0275598	0.0233093	0.0441054
GM14005	0.150961	0.132262	0.329127	0.252581	0.128723	0.0594923	0.216121	0.0328661	0.257354	0.0118841	0.0315775	0.129283	0.187286	0.200322	0.0715055	0.263606	0.177717	0.215611
GM14015	0.0183559	0.0163545	0.0059749	0.0276387	0	0.0217498	0.0275823	0.0136402	0.00966402	0.00448381	0.0133044	0	0.00573365	0.0393345	0.0131895	0.0480391	0	0.0109828
